Gene_original,Gene_limpo,ENTREZID
ARSD,ARSD,414
STAT5B,STAT5B,6777
APLP1,APLP1,333
USP11,USP11,8237
CLCN6,CLCN6,1185
CLCN7,CLCN7,1186
PLXNA3,PLXNA3,55558
DYNLT3,DYNLT3,6990
VAMP7,VAMP7,6845
RPS6KA3,RPS6KA3,6197
HDGF,HDGF,3068
LUM,LUM,4060
PRELP,PRELP,5549
CNN1,CNN1,1264
CCNH,CCNH,902
NDUFA8,NDUFA8,4702
HNRNPA3,HNRNPA3,220988
RND2,RND2,8153
PGD,PGD,5226
HNRNPM,HNRNPM,4670
KPNA2,KPNA2,3838
KPNA1,KPNA1,3836
NCBP2,NCBP2,22916
RAP1GDS1,RAP1GDS1,5910
POLR2H,POLR2H,5437
MAP2K6,MAP2K6,5608
ARHGDIA,ARHGDIA,396
ARHGDIB,ARHGDIB,397
AGFG1,AGFG1,3267
HNRNPF,HNRNPF,3185
STAT2,STAT2,6773
GTF2A2,GTF2A2,2958
MSH6,MSH6,2956
KIF11,KIF11,3832
VAV2,VAV2,7410
RBM5,RBM5,10181
RIDA,RIDA,10247
SMS,SMS,6611
HK2,HK2,3099
EFNB2,EFNB2,1948
DGKQ,DGKQ,1609
THOP1,THOP1,7064
AKR1C2,AKR1C2,1646
CAPZA1,CAPZA1,829
HMGA2,HMGA2,8091
CRIP2,CRIP2,1397
NUP98,NUP98,4928
BLVRA,BLVRA,644
SLC25A1,SLC25A1,6576
PPP5C,PPP5C,5536
ARFIP2,ARFIP2,23647
ARFIP1,ARFIP1,27236
NUBP1,NUBP1,4682
ACLY,ACLY,47
METAP1,METAP1,23173
SUCLG1,SUCLG1,8802
MVD,MVD,4597
PGGT1B,PGGT1B,5229
RABGGTB,RABGGTB,5876
COPB1,COPB1,1315
COPA,COPA,1314
CTSC,CTSC,1075
CLTCL1,CLTCL1,8218
AP3M2,AP3M2,10947
AP2S1,AP2S1,1175
HCCS,HCCS,3052
SLC5A3,SLC5A3,6526
SLC16A1,SLC16A1,6566
IST1,IST1,9798
SEC24C,SEC24C,9632
SUB1,SUB1,10923
CLNS1A,CLNS1A,1207
BLM,BLM,641
RARS1,RARS1,5917
HIRA,HIRA,7290
PMS2,PMS2,5395
CACNA2D1,CACNA2D1,781
YARS1,YARS1,8565
USP14,USP14,9097
PRKAG1,PRKAG1,5571
HSPA2,HSPA2,3306
BCAT1,BCAT1,586
ATP1B3,ATP1B3,483
RAD23A,RAD23A,5886
RAD23B,RAD23B,5887
EPHB3,EPHB3,2049
EPHA4,EPHA4,2043
NAGLU,NAGLU,4669
GALC,GALC,2581
AK2,AK2,204
EMP3,EMP3,2014
ALDH18A1,ALDH18A1,5832
NAPA,NAPA,8775
MFAP2,MFAP2,4237
AIF1,AIF1,199
EIF5,EIF5,1983
SLC12A2,SLC12A2,6558
PSMD4,PSMD4,5710
DRG2,DRG2,1819
PLTP,PLTP,5360
CSE1L,CSE1L,1434
TMBIM6,TMBIM6,7009
VCP,VCP,7415
MFAP1,MFAP1,4236
MFAP4,MFAP4,4239
HADHB,HADHB,3032
AQP4,AQP4,361
MANF,MANF,7873
MTTP,MTTP,4547
NCKAP1L,NCKAP1L,3071
AFDN,AFDN,4301
NAP1L1,NAP1L1,4673
CASP6,CASP6,839
ADK,ADK,132
ADAR,ADAR,103
LAMB2,LAMB2,3913
CDH4,CDH4,1002
CDH6,CDH6,1004
CDH11,CDH11,1009
CDH13,CDH13,1012
TPD52,TPD52,7163
PRMT2,PRMT2,3275
SEC13,SEC13,6396
SNU13,SNU13,4809
NPEPPS,NPEPPS,9520
GFER,GFER,2671
HNRNPH2,HNRNPH2,3188
OXCT1,OXCT1,5019
EIF3B,EIF3B,8662
FCGRT,FCGRT,2217
ATP5MF,ATP5MF,9551
GFRA1,GFRA1,2674
NDUFV3,NDUFV3,4731
RRP1,RRP1,8568
MARS1,MARS1,4141
ITGA1,ITGA1,3672
ARPP19,ARPP19,10776
MAZ,MAZ,4150
AP1S2,AP1S2,8905
ATP5MJ,ATP5MJ,9556
ATP5ME,ATP5ME,521
EIF6,EIF6,3692
CTBP2,CTBP2,1488
NDUFA6,NDUFA6,4700
ARL4C,ARL4C,10123
PEX3,PEX3,8504
CFAP298,CFAP298,56683
JAM2,JAM2,58494
TMEM33,TMEM33,55161
SYNJ2BP,SYNJ2BP,55333
GEMIN4,GEMIN4,50628
PCBP3,PCBP3,54039
PCBP4,PCBP4,57060
CORO7,CORO7,79585
NUP107,NUP107,57122
GSDMD,GSDMD,79792
EEFSEC,EEFSEC,60678
SESN3,SESN3,143686
EPPK1,EPPK1,83481
ANTXR2,ANTXR2,118429
SMIM11,SMIM11,54065
MTPN,MTPN,136319
RAB15,RAB15,376267
GNG2,GNG2,54331
ARPC4,ARPC4,10093
ELOF1,ELOF1,84337
CD81,CD81,975
SEC61G,SEC61G,23480
TPI1,TPI1,7167
PLP1,PLP1,5354
EIF3E,EIF3E,3646
SEC61B,SEC61B,10952
PTEN,PTEN,5728
PPP4C,PPP4C,5531
GABARAPL2,GABARAPL2,11345
ROMO1,ROMO1,140823
MYL6,MYL6,4637
RAC3,RAC3,5881
EIF4A1,EIF4A1,1973
RPS20,RPS20,6224
SNAP25,SNAP25,6616
PRPS1,PRPS1,5631
PSMA6,PSMA6,5687
S100A10,S100A10,6281
CDC42,CDC42,998
DSTN,DSTN,11034
GMFB,GMFB,2764
RAB8A,RAB8A,4218
SPCS3,SPCS3,60559
SRP54,SRP54,6729
RAB4B,RAB4B,53916
RAB2A,RAB2A,5862
RAB5B,RAB5B,5869
RAB10,RAB10,10890
UBE2D3,UBE2D3,7323
UBE2M,UBE2M,9040
UBE2K,UBE2K,3093
UBE2N,UBE2N,7334
RAB14,RAB14,51552
ACTR3,ACTR3,10096
ACTR2,ACTR2,10097
ACTR1A,ACTR1A,10121
COPS2,COPS2,9318
ABCE1,ABCE1,6059
RAP2B,RAP2B,5912
RPS3A,RPS3A,6189
RPL26,RPL26,6154
STX1B,STX1B,112755
PSME3,PSME3,10197
RPL15,RPL15,6138
RPL27,RPL27,6155
ATP6V0D1,ATP6V0D1,9114
PCBD1,PCBD1,5092
RPL37A,RPL37A,6168
RHOA,RHOA,387
RND3,RND3,390
NCALD,NCALD,83988
HSPE1,HSPE1,3336
SEC61A1,SEC61A1,29927
VBP1,VBP1,7411
STXBP1,STXBP1,6812
DAD1,DAD1,1603
TGFB2,TGFB2,7042
NPC2,NPC2,10577
RPL37,RPL37,6167
SUMO2,SUMO2,6613
UFM1,UFM1,51569
DCAF7,DCAF7,10238
WDR5,WDR5,11091
AP1S1,AP1S1,1174
NUTF2,NUTF2,10204
HNRNPK,HNRNPK,3190
YWHAG,YWHAG,7532
USP46,USP46,64854
RRAS2,RRAS2,22800
RPS7,RPS7,6201
PPP1CA,PPP1CA,5499
PPP1CB,PPP1CB,5500
NCS1,NCS1,23413
PSMC1,PSMC1,5700
PSMC5,PSMC5,5705
RPS8,RPS8,6202
RPS15A,RPS15A,6210
RPS16,RPS16,6217
UBE2H,UBE2H,7328
YWHAE,YWHAE,7531
RPS14,RPS14,6208
RPS23,RPS23,6228
RPS18,RPS18,6222
RPS29,RPS29,6235
RPS13,RPS13,6207
RPS11,RPS11,6205
SNRPE,SNRPE,6635
SNRPF,SNRPF,6636
LSM3,LSM3,27258
LSM6,LSM6,11157
SNRPD1,SNRPD1,6632
SNRPD2,SNRPD2,6633
SNRPD3,SNRPD3,6634
TMSB4X,TMSB4X,7114
ARF6,ARF6,382
PSMC6,PSMC6,5706
SELENOT,SELENOT,51714
TBPL1,TBPL1,9519
RPL7A,RPL7A,6130
POLR2G,POLR2G,5436
ETF1,ETF1,2107
CNBP,CNBP,7555
YPEL5,YPEL5,51646
RPS4X,RPS4X,6191
PPP2CB,PPP2CB,5516
RHOB,RHOB,388
RPL23A,RPL23A,6147
RPS6,RPS6,6194
VSNL1,VSNL1,7447
H4C1,H4C1,8359
RAB1A,RAB1A,5861
RAN,RAN,5901
RPL23,RPL23,9349
RAP1A,RAP1A,5906
RPS15,RPS15,6209
RPS24,RPS24,6229
RPS25,RPS25,6230
RPS26,RPS26,6231
RPS28,RPS28,6234
FAU,FAU,2197
GNB1,GNB1,2782
RBX1,RBX1,9978
GNB2,GNB2,2783
RPL30,RPL30,6156
RPL31,RPL31,6160
RPL10A,RPL10A,4736
RPL32,RPL32,6161
RPL11,RPL11,6135
RPL8,RPL8,6132
FKBP1A,FKBP1A,2280
GRB2,GRB2,2885
TRA2B,TRA2B,6434
RAC1,RAC1,5879
AP2B1,AP2B1,163
VAMP2,VAMP2,6844
GNAI1,GNAI1,2770
PPP3R1,PPP3R1,5534
YWHAZ,YWHAZ,7534
PPP2R2A,PPP2R2A,5520
DYNLL1,DYNLL1,8655
DYNLT1,DYNLT1,6993
RPL38,RPL38,6169
SKP1,SKP1,6500
GNG5,GNG5,2787
RPS21,RPS21,6227
EIF5A,EIF5A,1984
RACK1,RACK1,10399
SUPT4H1,SUPT4H1,6827
TMSB10,TMSB10,9168
PPP2CA,PPP2CA,5515
YBX1,YBX1,4904
SEC11A,SEC11A,23478
CSNK2B,CSNK2B,1460
TPM4,TPM4,7171
UBE2L3,UBE2L3,7332
TUBA4A,TUBA4A,7277
TUBB4B,TUBB4B,10383
CSNK2A1,CSNK2A1,1457
PAFAH1B2,PAFAH1B2,5049
HBG1,HBG1,3047
HBG2,HBG2,3048
CXADR,CXADR,1525
SH3BP2,SH3BP2,6452
IGBP1,IGBP1,3476
SIRPA,SIRPA,140885
PSPH,PSPH,5723
RBM6,RBM6,10180
EIF4G2,EIF4G2,1982
RPP30,RPP30,10556
GTF2I,GTF2I,2969
ASIC1,ASIC1,41
PIP4K2B,PIP4K2B,8396
CNTNAP1,CNTNAP1,8506
SRPK2,SRPK2,6733
CCT2,CCT2,10576
SLC35B1,SLC35B1,10237
PRAME,PRAME,23532
RAE1,RAE1,8480
GSTO1,GSTO1,9446
KCNJ10,KCNJ10,3766
PRKDC,PRKDC,5591
BLOC1S1,BLOC1S1,2647
SRPX,SRPX,8406
NTHL1,NTHL1,4913
MAP1A,MAP1A,4130
CRADD,CRADD,8738
PRR3,PRR3,80742
GPLD1,GPLD1,2822
LCN2,LCN2,3934
IFI35,IFI35,3430
NUCB2,NUCB2,4925
HSD11B2,HSD11B2,3291
ABAT,ABAT,18
BASP1,BASP1,10409
IGLV3-21,IGLV3-21,28796
DCD,DCD,117159
MRPS22,MRPS22,56945
MRPS25,MRPS25,64432
MRPS35,MRPS35,60488
MRPS5,MRPS5,64969
KGD4,KGD4,92259
MRPS15,MRPS15,64960
MRPS21,MRPS21,54460
MRPS34,MRPS34,65993
MRPS6,MRPS6,64968
MRPS9,MRPS9,64965
HMGN5,HMGN5,79366
SARNP,SARNP,84324
LACTB,LACTB,114294
COG7,COG7,91949
RPL24,RPL24,6152
TXNL4A,TXNL4A,10907
RPL36A,RPL36A,6173
CBX1,CBX1,10951
SMAD3,SMAD3,4088
ARF5,ARF5,381
ERH,ERH,2079
RHOG,RHOG,391
RPL19,RPL19,6143
SRSF3,SRSF3,6428
MXRA7,MXRA7,439921
H3-3A,H3-3A,3020
FOXK1,FOXK1,221937
DAB2,DAB2,1601
FBLN2,FBLN2,2199
HSPG2,HSPG2,3339
XIAP,XIAP,331
ARHGAP4,ARHGAP4,393
EFNB1,EFNB1,1947
RBM10,RBM10,8241
RBM3,RBM3,5935
ATP2C1,ATP2C1,27032
ATP11A,ATP11A,23250
PPP2R2B,PPP2R2B,5521
MPP1,MPP1,4354
TFAM,TFAM,7019
PITPNA,PITPNA,5306
SLC25A3,SLC25A3,5250
HDLBP,HDLBP,3069
GTF2B,GTF2B,2959
CDK6,CDK6,1021
CDK5,CDK5,1020
PURA,PURA,5813
CDC42EP1,CDC42EP1,11135
CLTC,CLTC,1213
HSF1,HSF1,3297
NFKB2,NFKB2,4791
FKBP3,FKBP3,2287
REEP5,REEP5,7905
SORD,SORD,6652
HNRNPU,HNRNPU,3192
U2AF1,U2AF1,7307
SPTBN1,SPTBN1,6711
TIAL1,TIAL1,7073
SET,SET,6418
SRSF2,SRSF2,6427
AMPD3,AMPD3,272
AMPD2,AMPD2,271
CTBS,CTBS,1486
FABP5,FABP5,2171
ANK2,ANK2,287
CAP1,CAP1,10487
MYT1,MYT1,4661
HMGCS1,HMGCS1,3157
SLC7A5,SLC7A5,8140
DR1,DR1,1810
FMO1,FMO1,2326
EXOSC10,EXOSC10,5394
OTUD4,OTUD4,54726
PFKP,PFKP,5214
ATP2B2,ATP2B2,491
XPC,XPC,7508
EWSR1,EWSR1,2130
OCRL,OCRL,4952
PLCB3,PLCB3,5331
ROR2,ROR2,4920
TAGLN,TAGLN,6876
AKAP17A,AKAP17A,8227
NAAA,NAAA,27163
DHODH,DHODH,1723
GUCY1B1,GUCY1B1,2983
PRKCE,PRKCE,5581
OGDH,OGDH,4967
ALDH6A1,ALDH6A1,4329
CYP27A1,CYP27A1,1593
BDH1,BDH1,622
DSG1,DSG1,1828
RPL18A,RPL18A,6142
MAP2K1,MAP2K1,5604
FKBP4,FKBP4,2288
PLOD1,PLOD1,5351
NUCB1,NUCB1,4924
RPL6,RPL6,6128
TOP2B,TOP2B,7155
AKAP12,AKAP12,9590
SLC25A11,SLC25A11,8402
DST,DST,667
GSTM4,GSTM4,2948
GNA12,GNA12,2768
CAV1,CAV1,857
ACY1,ACY1,95
KMT2A,KMT2A,4297
CENPC,CENPC,1060
LMNB2,LMNB2,84823
TAP1,TAP1,6890
TAP2,TAP2,6891
CEBPZ,CEBPZ,10153
RELA,RELA,5970
UBXN1,UBXN1,51035
GBE1,GBE1,2632
EIF4G1,EIF4G1,1981
ATP7A,ATP7A,538
KRT17,KRT17,3872
NOTCH2,NOTCH2,4853
TLE3,TLE3,7090
GLO1,GLO1,2739
SSBP1,SSBP1,6742
YWHAH,YWHAH,7533
PLP2,PLP2,5355
CSTF1,CSTF1,1477
UBE3A,UBE3A,7337
DNM1,DNM1,1759
PTPN12,PTPN12,5782
PTK2,PTK2,5747
SRSF11,SRSF11,9295
EEF1A2,EEF1A2,1917
CALD1,CALD1,800
COL14A1,COL14A1,7373
RNASEL,RNASEL,6041
EML5,EML5,161436
CTDSPL2,CTDSPL2,51496
ITIH3,ITIH3,3699
PTPN11,PTPN11,5781
KDSR,KDSR,2531
PPAT,PPAT,5471
GFPT1,GFPT1,2673
EXOSC9,EXOSC9,5393
PSME1,PSME1,5720
RBPJ,RBPJ,3516
APLP2,APLP2,334
GABPA,GABPA,2551
RING1,RING1,6015
FMR1,FMR1,2332
FMOD,FMOD,2331
RPL18,RPL18,6141
C1QBP,C1QBP,708
CKAP4,CKAP4,10970
ENPEP,ENPEP,2028
TJP1,TJP1,7082
PDE4B,PDE4B,5142
DPT,DPT,1805
SPAG1,SPAG1,6674
KHDRBS1,KHDRBS1,10657
BAX,BAX,581
BCL2L1,BCL2L1,598
KLC1,KLC1,3831
SOS1,SOS1,6654
LRP1,LRP1,4035
SRSF1,SRSF1,6426
ARHGAP1,ARHGAP1,392
SRSF4,SRSF4,6429
PCDH1,PCDH1,5097
PPP3CA,PPP3CA,5530
DHX9,DHX9,1660
CRYZ,CRYZ,1429
DDR1,DDR1,780
SLC20A2,SLC20A2,6575
GOLGA3,GOLGA3,2802
GOLGA2,GOLGA2,2801
LGALS3BP,LGALS3BP,3959
MFGE8,MFGE8,4240
ADCY2,ADCY2,108
DMTN,DMTN,2039
PDE4D,PDE4D,5144
PUDP,PUDP,8226
SPOCK1,SPOCK1,6695
CD47,CD47,961
PPID,PPID,5481
SSRP1,SSRP1,6749
CAMSAP2,CAMSAP2,23271
SPIRE1,SPIRE1,56907
VAC14,VAC14,55697
NSUN2,NSUN2,54888
DMWD,DMWD,1762
RBBP4,RBBP4,5928
NCBP1,NCBP1,4686
AHNAK,AHNAK,79026
FCHO2,FCHO2,115548
HSPA14,HSPA14,51182
SCRN3,SCRN3,79634
CGNL1,CGNL1,84952
LAMTOR4,LAMTOR4,389541
NEXN,NEXN,91624
GALNT2,GALNT2,2590
GALNT1,GALNT1,2589
AP1B1,AP1B1,162
CPSF1,CPSF1,29894
BST1,BST1,683
BST2,BST2,684
PMPCA,PMPCA,23203
KIF1A,KIF1A,547
SCRN1,SCRN1,9805
WASHC5,WASHC5,9897
NUP160,NUP160,23279
TBL3,TBL3,10607
GTF3C1,GTF3C1,2975
KCNMA1,KCNMA1,3778
TWF1,TWF1,5756
ASPH,ASPH,444
TFCP2,TFCP2,7024
AKAP13,AKAP13,11214
EFEMP1,EFEMP1,2202
SMARCB1,SMARCB1,6598
BPTF,BPTF,2186
FSTL1,FSTL1,11167
STX4,STX4,6810
GRSF1,GRSF1,2926
NFIA,NFIA,4774
CNTN1,CNTN1,1272
CHD3,CHD3,1107
SF3A3,SF3A3,10946
DPYD,DPYD,1806
FAP,FAP,2191
TP53BP1,TP53BP1,7158
TRIM26,TRIM26,7726
AIMP1,AIMP1,9255
ILF2,ILF2,3608
ILF3,ILF3,3609
LMAN2,LMAN2,10960
PTPRJ,PTPRJ,5795
ELAVL2,ELAVL2,1993
EPS8,EPS8,2059
TRAP1,TRAP1,10131
TRAF2,TRAF2,7186
ANK3,ANK3,288
DLG1,DLG1,1739
MYO1E,MYO1E,4643
PPP1R8,PPP1R8,5511
PTP4A2,PTP4A2,8073
ABR,ABR,29
BNIP2,BNIP2,663
CSTF3,CSTF3,1479
GRIK2,GRIK2,2898
GRIK3,GRIK3,2899
TIAM1,TIAM1,7074
ECH1,ECH1,1891
ARHGAP5,ARHGAP5,394
STRN3,STRN3,29966
CDC16,CDC16,8881
STK4,STK4,6789
FLII,FLII,2314
TRIM32,TRIM32,22954
COASY,COASY,80347
MRPL28,MRPL28,10573
ACACA,ACACA,31
LCP2,LCP2,3937
GPS1,GPS1,2873
IFT88,IFT88,8100
USP4,USP4,7375
CHAF1B,CHAF1B,8208
IK,IK,3550
MTAP,MTAP,4507
REST,REST,5978
PRKAA1,PRKAA1,5562
PPFIA1,PPFIA1,8500
EIF2B5,EIF2B5,8893
TARDBP,TARDBP,23435
HNRNPA0,HNRNPA0,10949
PAK1,PAK1,5058
AIMP2,AIMP2,7965
FADD,FADD,8772
PRDX4,PRDX4,10549
MAPK7,MAPK7,5598
PAK2,PAK2,5062
CBX3,CBX3,11335
CBLB,CBLB,868
PSMD2,PSMD2,5708
DDX10,DDX10,1662
DNAJC3,DNAJC3,5611
SELENBP1,SELENBP1,8991
NME3,NME3,4832
SRSF9,SRSF9,8683
SRSF5,SRSF5,6430
SRSF6,SRSF6,6431
MAD2L1,MAD2L1,4085
TRIM28,TRIM28,10155
G3BP1,G3BP1,10146
KCNAB2,KCNAB2,8514
GPR17,GPR17,2840
PTK7,PTK7,5754
PABPC4,PABPC4,8761
ATM,ATM,472
IFIT5,IFIT5,24138
MTA1,MTA1,9112
PTPRS,PTPRS,5802
SLC14A1,SLC14A1,6563
EIF3I,EIF3I,8668
PPIL2,PPIL2,23759
PPP2R5C,PPP2R5C,5527
CTBP1,CTBP1,1487
AP3B2,AP3B2,8120
MAB21L1,MAB21L1,4081
UBE2V1,UBE2V1,7335
MRPL49,MRPL49,740
DYNC1I2,DYNC1I2,1781
ORC2,ORC2,4999
ILK,ILK,3611
NNT,NNT,23530
SNTA1,SNTA1,6640
SNTB2,SNTB2,6645
PPIG,PPIG,9360
TCOF1,TCOF1,6949
UNC119,UNC119,9094
SF3B2,SF3B2,10992
PDAP1,PDAP1,11333
ADAM9,ADAM9,8754
TMED1,TMED1,11018
LSAMP,LSAMP,4045
FKBP5,FKBP5,2289
TUSC3,TUSC3,7991
MYO9B,MYO9B,4650
ROCK1,ROCK1,6093
GAB1,GAB1,2549
SMAD4,SMAD4,4089
TCIRG1,TCIRG1,10312
GPM6B,GPM6B,2824
PICALM,PICALM,8301
MTM1,MTM1,4534
SQSTM1,SQSTM1,8878
MTX1,MTX1,4580
TUBB3,TUBB3,10381
ASAH1,ASAH1,427
PRP4K,PRP4K,8899
PIN1,PIN1,5300
RIPK1,RIPK1,8737
HDAC1,HDAC1,3065
CAMK2B,CAMK2B,816
CAMK2G,CAMK2G,818
CAMK2D,CAMK2D,817
DCTN2,DCTN2,10540
NAE1,NAE1,8883
ITPK1,ITPK1,3705
SNW1,SNW1,22938
DGKZ,DGKZ,8525
IQGAP2,IQGAP2,10788
STIM1,STIM1,6786
TRA2A,TRA2A,29896
SNX1,SNX1,6642
KRR1,KRR1,11103
PWP1,PWP1,11137
MTMR1,MTMR1,8776
MTMR2,MTMR2,8898
MTMR3,MTMR3,8897
CUL1,CUL1,8454
CUL2,CUL2,8453
CUL3,CUL3,8452
CUL4A,CUL4A,8451
CUL4B,CUL4B,8450
TP53BP2,TP53BP2,7159
GFUS,GFUS,7264
RAB31,RAB31,11031
RAB32,RAB32,10981
TPBG,TPBG,7162
FHL1,FHL1,2273
FHL3,FHL3,2275
RIN1,RIN1,9610
ITGA7,ITGA7,3679
AAMP,AAMP,14
MOGS,MOGS,7841
ALCAM,ALCAM,214
THOC5,THOC5,8563
SPTAN1,SPTAN1,6709
AUH,AUH,549
DDX39B,DDX39B,7919
BLMH,BLMH,642
EXOSC2,EXOSC2,23404
SNTB1,SNTB1,6641
TUBB2A,TUBB2A,7280
BYSL,BYSL,705
RAPGEF1,RAPGEF1,2889
IDI1,IDI1,3422
CAPS,CAPS,828
CBFB,CBFB,865
NFYC,NFYC,4802
PRKG1,PRKG1,5592
IL16,IL16,3603
CKAP5,CKAP5,9793
CIRBP,CIRBP,1153
CAMK1,CAMK1,8536
COTL1,COTL1,23406
COX17,COX17,10063
HNRNPD,HNRNPD,3184
SCARB2,SCARB2,950
NID2,NID2,22795
IL18,IL18,3606
DAG1,DAG1,1605
VEZF1,VEZF1,7716
PDE1C,PDE1C,5137
BOP1,BOP1,23246
UBE4A,UBE4A,9354
SEPTIN6,SEPTIN6,23157
MORC3,MORC3,23515
SAFB2,SAFB2,9667
EIF3A,EIF3A,8661
ARHGEF7,ARHGEF7,8874
EFR3A,EFR3A,23167
UBAP2L,UBAP2L,9898
SCRIB,SCRIB,23513
GIT2,GIT2,9815
MLEC,MLEC,9761
TTLL12,TTLL12,23170
MPP2,MPP2,4355
DOCK1,DOCK1,1793
FHL2,FHL2,2274
CRMP1,CRMP1,1400
DPYSL3,DPYSL3,1809
MRPL58,MRPL58,3396
ZMYM3,ZMYM3,9203
DCTN1,DCTN1,1639
DYNC1H1,DYNC1H1,1778
EIF2B1,EIF2B1,1967
EIF4A2,EIF4A2,1974
ELOA,ELOA,6924
MAP7,MAP7,9053
CTTN,CTTN,2017
ENDOG,ENDOG,2021
FLOT2,FLOT2,2319
RCN2,RCN2,5955
TRIM25,TRIM25,7706
FLNC,FLNC,2318
FKBP8,FKBP8,23770
FRG1,FRG1,2483
GNA13,GNA13,10672
GAMT,GAMT,2593
GALE,GALE,2582
GALNT3,GALNT3,2591
CAPRIN1,CAPRIN1,4076
RBM39,RBM39,9584
SPARCL1,SPARCL1,8404
HABP2,HABP2,3026
HLTF,HLTF,6596
SQLE,SQLE,6713
PDIA5,PDIA5,10954
PRPSAP1,PRPSAP1,5635
DHX8,DHX8,1659
MCM6,MCM6,4175
ITPR2,ITPR2,3709
ELAVL3,ELAVL3,1995
ITIH4,ITIH4,3700
INPP5A,INPP5A,3632
ITPR1,ITPR1,3708
RASA3,RASA3,22821
PLS1,PLS1,5357
IRF3,IRF3,3661
LAGE3,LAGE3,8270
TRIP12,TRIP12,9320
PUM1,PUM1,9698
MDC1,MDC1,9656
CLINT1,CLINT1,9685
KANK1,KANK1,23189
SMC1A,SMC1A,8243
RRP1B,RRP1B,23076
GSE1,GSE1,23199
DIP2A,DIP2A,23181
PDCD11,PDCD11,22984
BMS1,BMS1,9790
USP10,USP10,9100
MESD,MESD,23184
GANAB,GANAB,23193
RFTN1,RFTN1,23180
SSPN,SSPN,8082
MFSD10,MFSD10,10227
PPP2R5D,PPP2R5D,5528
LBR,LBR,3930
COG2,COG2,22796
MVP,MVP,9961
LTBP1,LTBP1,4052
LTBP2,LTBP2,4053
CBX2,CBX2,84733
GOLGB1,GOLGB1,2804
CASP8,CASP8,841
KIF22,KIF22,3835
CHD4,CHD4,1108
LASP1,LASP1,3927
PTGR1,PTGR1,22949
DRAP1,DRAP1,10589
NFIX,NFIX,4784
GPNMB,GPNMB,10457
ZNF638,ZNF638,27332
KPNB1,KPNB1,3837
NOLC1,NOLC1,9221
NUMA1,NUMA1,4926
OPCML,OPCML,4978
PSME4,PSME4,23198
CUL7,CUL7,9820
SLMAP,SLMAP,7871
GAPVD1,GAPVD1,26130
NAA25,NAA25,80018
HEPACAM,HEPACAM,220296
TMEM132B,TMEM132B,114795
NCAPH,NCAPH,23397
SPCS2,SPCS2,9789
EMC2,EMC2,9694
WTAP,WTAP,9589
PSMD6,PSMD6,9861
ABRAXAS2,ABRAXAS2,23172
SEPTIN2,SEPTIN2,4735
SART3,SART3,9733
NCAPD2,NCAPD2,9918
EXOSC7,EXOSC7,23016
EFTUD2,EFTUD2,9343
LARS2,LARS2,23395
SNX17,SNX17,9784
ARL6IP1,ARL6IP1,23204
RAB3GAP1,RAB3GAP1,22930
SLC39A14,SLC39A14,23516
KARS1,KARS1,3735
SETDB1,SETDB1,9869
LRRC14,LRRC14,9684
MLC1,MLC1,23209
RRS1,RRS1,23212
ARHGEF6,ARHGEF6,9459
POLD3,POLD3,10714
EIF4H,EIF4H,7458
ACAP2,ACAP2,23527
BRD3,BRD3,8019
WDR43,WDR43,23160
POSTN,POSTN,10631
ACOX1,ACOX1,51
OXA1L,OXA1L,5018
EEA1,EEA1,8411
PDIA6,PDIA6,10130
PAFAH1B3,PAFAH1B3,5050
PCOLCE,PCOLCE,5118
PDK1,PDK1,5163
PDK3,PDK3,5165
PEA15,PEA15,8682
PGM5,PGM5,5239
EBP,EBP,10682
PMVK,PMVK,10654
PLEC,PLEC,5339
PCM1,PCM1,5108
NOMO1,NOMO1,23420
PON2,PON2,5445
PPP2R5A,PPP2R5A,5525
PPP2R5B,PPP2R5B,5526
PPA1,PPA1,5464
PTGES3,PTGES3,10728
STK38,STK38,11329
NONO,NONO,4841
PTPA,PTPA,5524
PWP2,PWP2,5822
QPRT,QPRT,23475
RABEP1,RABEP1,9135
RAB35,RAB35,11021
RNPS1,RNPS1,10921
RBBP5,RBBP5,5929
RCN1,RCN1,5954
LLGL1,LLGL1,3996
LRRC41,LRRC41,10489
RPS6KA2,RPS6KA2,6196
TMED2,TMED2,10959
PCBP1,PCBP1,5093
PCBP2,PCBP2,5094
ELOC,ELOC,6921
ELOB,ELOB,6923
RHEB,RHEB,6009
UBE3C,UBE3C,9690
TOMM20,TOMM20,9804
SF3B3,SF3B3,23450
PUM3,PUM3,9933
RSU1,RSU1,6251
CNN3,CNN3,1266
SAFB,SAFB,6294
SF3B4,SF3B4,10262
SF3A2,SF3A2,8175
PPP1R7,PPP1R7,5510
SEC23A,SEC23A,10484
SEC23B,SEC23B,10483
SF3A1,SF3A1,10291
SKIC2,SKIC2,6499
RGN,RGN,9104
SURF1,SURF1,6834
TAF5,TAF5,6877
TERF2,TERF2,7014
MAPRE2,MAPRE2,10982
TGFBI,TGFBI,7045
NHERF2,NHERF2,9351
TRADD,TRADD,8717
TRAM1,TRAM1,23471
TSN,TSN,7247
SF1,SF1,7536
TRIP13,TRIP13,9319
MED1,MED1,5469
HMGN3,HMGN3,9324
TRIP6,TRIP6,7205
MAPRE1,MAPRE1,22919
ELAVL1,ELAVL1,1994
NSDHL,NSDHL,50814
MYLK,MYLK,4638
TAB1,TAB1,10454
HERC1,HERC1,8925
SLC1A5,SLC1A5,6510
MAPK11,MAPK11,5600
EFNB3,EFNB3,1949
