Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
11	M5898	HALLMARK_DNA_REPAIR	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_DNA_REPAIR.html	Genes involved in DNA repair.		99/150	Arthur Liberzon	0.000223646336616783	0.00101657425734901	5	12.75	7.5	5.5916273923903e-05	4	1.19270255379879	-1.13546657138814	-1	11.4393157503212	11	32	4	4
12	M5946	HALLMARK_COAGULATION	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_COAGULATION.html	Genes encoding components of blood coagulation system; also up-regulated in platelets.		78/138	Arthur Liberzon	0.00037500976785418	0.00156254069939242	40	29.75	35.5	9.37656291289866e-05	6	1.70729211072213	1.82199056504142	1	15.4249138470366	36	6	35	42
13	M5948	HALLMARK_BILE_ACID_METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_BILE_ACID_METABOLISM.html	Genes involve in metabolism of bile acids and salts.		43/112	Arthur Liberzon	0.000639679820839849	0.00246030700323019	10	19.5	17.5	0.000159958331118867	8	1.2646375295438	1.2549416974277	1	10.5577802101294	8	35	8	27
14	M5947	HALLMARK_IL2_STAT5_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_IL2_STAT5_SIGNALING.html	Genes up-regulated by STAT5 in response to IL2 stimulation.		74/200	Arthur Liberzon	0.00188333923007933	0.00672621153599761	10	18.5	17.5	0.000471167701437711	9	1.50562118343282	1.64875134132141	1	10.4634782736432	9	30	13	22
15	M5891	HALLMARK_HYPOXIA	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html	Genes up-regulated in response to low oxygen levels (hypoxia).		99/200	Arthur Liberzon	0.00337414092352768	0.0112471364117589	20	17	17.5	0.000844604664062291	8	1.43958668324054	1.37789627315073	1	8.94651954095792	17	8	25	18
16	M5957	HALLMARK_PANCREAS_BETA_CELLS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_PANCREAS_BETA_CELLS.html	Genes specifically up-regulated in pancreatic beta cells.		10/40	Arthur Liberzon	0.00369788262369528	0.0115558831990477	25	20.5	23.5	0.000925755397297159	6	1.98015947945308	-1.98015947945308	-1	12.3085354515944	23	24	6	29
17	M5922	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_UNFOLDED_PROTEIN_RESPONSE.html	Genes up-regulated during unfolded protein response, a cellular stress response related to the endoplasmic reticulum.		76/113	Arthur Liberzon	0.00677545042031142	0.0199277953538571	10	15.75	11	0.00169818345043664	7	1.31048260649804	-1.15690116731988	-1	7.06308333177255	15	34	7	7
18	M5906	HALLMARK_ESTROGEN_RESPONSE_EARLY	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_ESTROGEN_RESPONSE_EARLY.html	Genes defining early response to estrogen.		63/200	Arthur Liberzon	0.00864041139105938	0.0240011427529427	15	12.5	12.5	0.0021671374021314	10	1.72398301935251	1.87882993982601	1	8.90330957437448	13	10	15	12
19	M5942	HALLMARK_UV_RESPONSE_DN	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_UV_RESPONSE_DN.html	Genes down-regulated in response to ultraviolet (UV) radiation.		78/144	Arthur Liberzon	0.0107628942524759	0.0283234059275681	30	27.25	25	0.00270165224455661	11	1.45423364879409	1.56458149748828	1	7.13622286100106	29	11	48	21
20	M5892	HALLMARK_CHOLESTEROL_HOMEOSTASIS	http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_CHOLESTEROL_HOMEOSTASIS.html	Genes involved in cholesterol homeostasis.		45/74	Arthur Liberzon	0.0126878041899492	0.0317195104748729	20	14.5	14	0.00318715563988973	10	1.58679526760276	1.55154489213303	1	7.55113237552	12	20	10	16
