Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
11	M1834	BOQUEST_STEM_CELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/BOQUEST_STEM_CELL_UP.html	Genes up-regulated in freshly isolated CD31- [GeneID=5175] (stromal stem cells from adipose tissue) versus the CD31+ (non-stem) counterparts.	15635089	132/260	Arthur Liberzon	3.2924112269347e-14	1.0057515458102e-11	555	1789	1827.5	8.23102806733683e-15	11	2.55294309177194	-2.22884967091455	-1	39.356299482166	553	11	3490	3102
12	M2129	CHICAS_RB1_TARGETS_CONFLUENT	http://www.broadinstitute.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_CONFLUENT.html	Genes up-regulated in confluent IMR90 cells (fibroblast) after knockdown of RB1 [GeneID=5925] by RNAi.	20385362	271/567	Arthur Liberzon	3.31839938128194e-14	1.0057515458102e-11	540	1513.5	1428.5	8.29599845320499e-15	12	1.97990205599093	-2.02556251634956	-1	30.5220347199675	540	12	3185	2317
13	M1459	PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN	http://www.broadinstitute.org/gsea/msigdb/cards/PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_DN.html	Genes down-regulated in BEC (blood endothelial cells) compared to LEC (lymphatic endothelial cells).	12198161	88/162	Kevin Vogelsang	1.71781798008904e-13	4.80592614891064e-11	230	848.75	473.5	4.29454495022288e-14	13	2.12267560749233	-1.976469987019	-1	30.7018156951676	226	13	2435	721
14	M2044	KEGG_SPLICEOSOME	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SPLICEOSOME.html	Spliceosome		110/128	KEGG	7.91620389788311e-13	2.05651668404292e-10	5	382	81.5	1.97905097447137e-13	2	1.16318522825661	1.16318522825661	1	15.7940599437024	2	1363	157	6
15	M14127	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP.html	Genes up-regulated in multiple myeloma (MM) cell lines treated with both decitabine [PubChem=451668] TSA [PubChem=5562].	18172295	178/461	Jessica Robertson	3.77113171021855e-12	9.14373735337658e-10	805	1065.25	710	9.42782927555971e-13	14	2.40430198786156	2.37891228024667	1	30.4634345502622	803	14	2827	617
16	M610	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION.html	Genes involved in Extracellular matrix organization		31/87	Reactome	7.32450792013924e-12	1.56701384150273e-09	105	819	669.5	1.83112698003984e-12	16	2.19732998736716	-2.19732998736716	-1	27.1203080355903	101	16	1921	1238
17	M2506	LEE_NEURAL_CREST_STEM_CELL_UP	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_NEURAL_CREST_STEM_CELL_UP.html	Genes up-regulated in the neural crest stem cells (NCS), defined as p75+/HNK1+ [GeneID=4804;27087].	18037878	65/146	Arthur Liberzon	7.01039066852152e-12	1.56701384150273e-09	2495	1557.25	1861	1.75259766713499e-12	15	2.18537680999572	2.25233604993596	1	26.9727715336942	2492	15	2156	1566
18	M2128	CHICAS_RB1_TARGETS_GROWING	http://www.broadinstitute.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_GROWING.html	Genes up-regulated in growing IMR90 cells (fibroblast) after knockdown of RB1 [GeneID=5925] by RNAi.	20385362	112/243	Arthur Liberzon	1.46483983209991e-11	2.95979026074854e-09	1055	366.75	197.5	3.66209958026989e-12	17	1.59252940058379	1.55731891876988	1	19.0387630976658	1055	17	333	62
19	M631	REACTOME_COLLAGEN_FORMATION	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_COLLAGEN_FORMATION.html	Genes involved in Collagen formation		25/58	Reactome	1.69546861958527e-11	3.24548387864822e-09	190	811	474.5	4.23867154899013e-12	18	2.19732998736716	-2.19732998736716	-1	26.1463133311041	188	18	2277	761
20	M14033	REACTOME_MRNA_SPLICING	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_SPLICING.html	Genes involved in mRNA Splicing		94/111	Reactome	2.67687362460599e-11	4.867894686346e-09	5	483.5	111.5	6.69218406158216e-12	3	1.14000278039721	1.14000278039721	1	13.2831767718477	3	1708	207	16
