Rank	ID	GeneSet	BroadUrl	Description	PubMedID	NumGenes	Contributor	p.value	p.adj	vote.rank	avg.rank	med.rank	min.pvalue	min.rank	avg.logfc	avg.logfc.dir	direction	significance	camera	gage	zscore	ora
11	M2606	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	http://www.broadinstitute.org/gsea/msigdb/cards/ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR.html	Cell cycle genes significantly (p =< 0.05) changed in fibroblast cells at 6 h after exposure to ionizing radiation.	17404513	35/85	Itai Pashtan	7.24934196262061e-16	2.39689606527738e-13	15	9.75	10	1.81233549065516e-16	7	2.06093420870214	-2.07135930148508	-1	75.485683688945	11	9	7	12
12	M2879	BLUM_RESPONSE_TO_SALIRASIB_DN	http://www.broadinstitute.org/gsea/msigdb/cards/BLUM_RESPONSE_TO_SALIRASIB_DN.html	Selected genes down-regulated in response to the Ras inhibitor salirasib [PubChem=5469318] in a panel of cancer cell lines with constantly active HRAS [GeneID=3265].	17409441	181/342	Jessica Robertson	2.98560324021245e-15	9.0488658205439e-13	60	47.5	35	7.46400810053115e-16	5	1.57359131680305	-1.55313135695582	-1	55.0008495911854	60	10	115	5
13	M2044	KEGG_SPLICEOSOME	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SPLICEOSOME.html	Spliceosome		110/128	KEGG	5.9178945850599e-15	1.52817258690473e-12	5	482	492.5	1.47947364626499e-15	3	1.03277550995767	-0.995226639761913	-1	35.4157418144324	3	940	177	808
14	M15664	ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	http://www.broadinstitute.org/gsea/msigdb/cards/ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER.html	The 'Cervical Cancer Proliferation Cluster' (CCPC): genes whose expression in cervical carcinoma positively correlates with that of the HPV E6 and E7 oncogenes; they are also differentially expressed according to disease outcome.	16007141	45/140	Leona Saunders	5.99827974686829e-15	1.52817258690473e-12	15	16	16	1.49956993671708e-15	11	1.91797361346066	-1.95072148749775	-1	65.7711521753434	13	11	21	19
15	M5889	NABA_MATRISOME	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_MATRISOME.html	Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins 	22159717	246/1028	Alexandra Naba	6.30260896441322e-15	1.52817258690473e-12	2270	1893.75	2321.5	1.57565224110331e-15	12	1.7064778207473	-1.77781781659361	-1	58.5184913844829	2266	12	2377	2920
16	M19048	RUIZ_TNC_TARGETS_DN	http://www.broadinstitute.org/gsea/msigdb/cards/RUIZ_TNC_TARGETS_DN.html	Genes down-regulated in T98G cells (glioblastoma) by TNC [GeneID=3371].	15492259	57/142	Arthur Liberzon	3.63471766597358e-14	8.2621675944662e-12	395	165.75	128	9.08679416493408e-15	13	1.82790523110587	-1.83026274169599	-1	58.7943601108468	394	13	225	31
17	M17572	SMID_BREAST_CANCER_LUMINAL_B_DN	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_LUMINAL_B_DN.html	Genes down-regulated in the luminal B subtype of breast cancer.	18451135	188/564	Jessica Robertson	6.58928844256876e-14	1.40972012150721e-11	495	962.5	561.5	1.64732211064223e-14	14	1.98760415428319	2.01888826545659	1	62.5925829639358	494	14	2713	629
18	M11537	CHANG_CYCLING_GENES	http://www.broadinstitute.org/gsea/msigdb/cards/CHANG_CYCLING_GENES.html	Fibroblast serum response genes showing periodic expression during the cell cycle; excluded from the core serum response signature.	14737219	45/148	Arthur Liberzon	2.57444903065082e-13	4.71303362966503e-11	20	21	20.5	6.43612257662766e-14	16	1.89440885589593	-1.89787444688022	-1	56.7758289683143	21	16	27	20
19	M2132	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN.html	Genes down-regulated in RS4;11 cells (MLL, mixed lineage leukemia) in response to SB216763 [PubChem=176158], an inhibitor of GSK3B [GeneID=2932].	20541704	169/374	Arthur Liberzon	2.59171494620018e-13	4.71303362966503e-11	205	123.5	110	6.4792873655011e-14	3	1.69451757337038	-1.68727658481057	-1	50.7850005631722	203	17	271	3
20	M5884	NABA_CORE_MATRISOME	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_CORE_MATRISOME.html	Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans	22159717	107/275	Alexandra Naba	2.38231939001269e-13	4.71303362966503e-11	2110	1631.25	1747.5	5.95579847503225e-14	15	2.06289173485472	-2.15428289162703	-1	61.8253339006639	2109	15	1386	3015
